,Unnamed: 0,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Weekly Hour,How Many New Clothes Monthly,How Long Internet Weekly Hours,Energy efficiency,Recycling,Cooking_With,CarbonEmission
9667,9667,overweight,female,pescatarian,twice a day,natural gas,private,diesel,sometimes,221.34330073194963,frequently,7069,small,4.027490065534676,4.4237320317742785,0.0,63.810693798995906,Sometimes,['Paper'],[],3698
9668,9668,obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,242.74753540150928,frequently,84,extra large,6.17357511865146,0.0,10.481336802089594,66.57309585124788,Yes,['Glass'],"['Stove', 'Oven']",2491
9669,9669,overweight,male,vegetarian,more frequently,natural gas,private,electric,sometimes,185.05194145366653,frequently,5375,extra large,3.2193686641165096,57.65860168972746,12.63701803206391,63.95938106386462,Yes,"['Paper', 'Plastic']",['Microwave'],2285
9670,9670,underweight,male,pescatarian,less frequently,electricity,public,,often,196.1829979064202,very frequently,363,large,2.961714535565164,43.04672717752146,6.827824880659933,39.220450551931734,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2084
9671,9671,normal,female,vegetarian,more frequently,coal,private,diesel,never,394.1334967905516,rarely,8425,small,3.4722063751096712,21.461326080738623,7.015667895248452,56.37823034032366,No,"['Plastic', 'Metal']",['Microwave'],3277
9672,9672,underweight,male,pescatarian,daily,wood,walk/bicycle,,sometimes,274.6284296267622,rarely,42,extra large,4.450141826205339,45.20203979751725,4.472931970296502,85.66469876955233,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1647
9673,9673,underweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,322.737287505572,rarely,55,medium,5.691181375282895,0.0,0.0,81.39175080316731,Sometimes,"['Paper', 'Plastic']",[],1036
9674,9674,underweight,male,omnivore,less frequently,natural gas,walk/bicycle,,never,272.17078963108,rarely,87,medium,2.548820059992219,7.857255611055507,14.122149760719463,96.60098160818585,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1084
9675,9675,normal,male,vegetarian,more frequently,wood,public,,sometimes,378.0776875962851,rarely,401,large,5.200230884041958,52.83759429523597,13.277154501876797,24.227871717639637,No,['Paper'],"['Stove', 'Microwave']",1756
9676,9676,underweight,female,vegetarian,twice a day,wood,walk/bicycle,,never,203.85485802243235,very frequently,98,large,6.641065059561105,112.0,9.170882438885965,98.35609250028052,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2345
9677,9677,overweight,male,pescatarian,daily,wood,walk/bicycle,,often,250.23046698520443,never,98,extra large,5.307674791515652,25.762481913657446,0.0,112.0,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1986
9678,9678,normal,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,212.3181270002115,frequently,82,small,8.28191947880673,0.6775381271328555,0.0,83.06986855434447,Sometimes,[],"['Grill', 'Airfryer']",1993
9679,9679,overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,291.7897328070031,frequently,14,extra large,4.792640183152088,19.31819918393356,0.0,36.669331952844,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2158
9680,9680,underweight,male,vegan,daily,coal,walk/bicycle,,often,179.3390269482028,frequently,14,small,6.061548700488805,2.970672540667408,0.0,40.675499302343965,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1692
9681,9681,obese,male,omnivore,daily,coal,walk/bicycle,,never,167.84265797318125,frequently,29,medium,3.1208801744969055,37.70717911317658,12.086019853647974,111.68647472942385,No,['Glass'],"['Oven', 'Microwave']",2676
9682,9682,underweight,male,vegetarian,daily,wood,private,diesel,sometimes,289.0357729890138,frequently,1851,extra large,2.767744234246012,43.52675344653506,0.0,68.1695852193586,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2765
9683,9683,underweight,male,vegetarian,more frequently,electricity,public,,sometimes,234.41744987590064,rarely,225,small,2.821893949577504,58.67792257224724,5.2382534299648995,49.359500381765926,Yes,['Paper'],"['Stove', 'Oven']",1469
9684,9684,underweight,female,vegan,more frequently,coal,public,,sometimes,299.3887435438278,rarely,1651,extra large,6.667893008325562,60.012214325980395,0.0,81.9988104056363,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1348
9685,9685,obese,male,pescatarian,less frequently,coal,walk/bicycle,,often,296.1498169306525,very frequently,47,large,2.313637574353193,78.26803506554432,7.613971744620367,112.0,Yes,"['Paper', 'Metal']",['Microwave'],4191
9686,9686,obese,female,omnivore,daily,wood,walk/bicycle,,never,245.2973260428979,never,9,small,6.534960132942061,71.46618964730803,1.7941139107192972,67.74579386925954,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1359
9687,9687,overweight,male,pescatarian,daily,electricity,walk/bicycle,,often,225.1957233992157,never,69,small,5.66890642824789,58.12474740762899,0.3987303445408321,53.22559213602302,Sometimes,['Paper'],['Microwave'],1026
9688,9688,underweight,male,vegan,twice a day,electricity,private,diesel,never,244.36602267979055,frequently,5746,small,3.316843418313848,52.140820382177466,0.0,50.455640395582805,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2809
9689,9689,normal,male,omnivore,less frequently,coal,private,lpg,never,258.9446980874086,frequently,8498,small,5.406744258335463,103.87595512517055,16.03891777411442,70.03070086792967,Yes,[],"['Stove', 'Grill', 'Airfryer']",4010
9690,9690,overweight,male,pescatarian,daily,natural gas,walk/bicycle,,never,229.06551737482414,rarely,71,medium,4.655586210400551,34.20159794885109,0.0,111.02769299337734,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1319
9691,9691,underweight,female,vegetarian,daily,electricity,public,,sometimes,191.24540154025047,frequently,1157,medium,4.0760360918732115,85.73182084709308,8.653763531462552,49.098233190195955,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1573
9692,9692,normal,male,vegan,daily,wood,walk/bicycle,,never,195.42715804650834,frequently,87,extra large,7.605590103820177,48.41292256226597,0.0,44.12205495976268,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2397
9693,9693,overweight,female,pescatarian,less frequently,natural gas,public,,never,272.7213345505896,frequently,603,extra large,6.751761024941757,7.743409134467733,0.0,112.0,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2235
9694,9694,obese,female,vegan,less frequently,electricity,private,lpg,sometimes,235.88999903299216,never,2472,extra large,8.80628921209027,60.36839429444363,12.458346465097241,35.6038563484739,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1498
9695,9695,normal,male,vegan,more frequently,wood,public,,sometimes,164.9144273664911,very frequently,105,small,6.967459738847634,95.31198317357132,23.53267239529751,19.847155796295354,Sometimes,['Glass'],"['Oven', 'Microwave']",2525
9696,9696,overweight,male,vegan,twice a day,coal,private,hybrid,often,236.5911766475093,frequently,8048,small,3.4822854564242185,0.0,4.145414295567853,34.42814568775049,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",3440
9697,9697,overweight,female,omnivore,daily,coal,private,lpg,often,122.56435257058774,frequently,9984,extra large,5.836097611445133,12.189645938208159,2.3082027845427047,75.75143390224154,No,"['Plastic', 'Glass', 'Metal']",[],5254
9698,9698,overweight,female,pescatarian,daily,wood,walk/bicycle,,often,332.6531791918194,very frequently,57,large,7.482656118195369,62.67542527083387,23.499813690905185,39.34939599128958,Yes,"['Plastic', 'Metal']",['Stove'],2589
9699,9699,overweight,male,pescatarian,more frequently,electricity,public,,sometimes,303.311672021369,very frequently,1262,extra large,7.481291737083366,68.2757323451882,11.682567457304742,83.69327853566604,No,"['Paper', 'Metal']",[],2438
9700,9700,normal,male,vegan,daily,natural gas,public,,often,257.7292492696827,frequently,1759,small,5.773703028671891,34.97918365814751,0.0,101.17910519645548,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2113
9701,9701,normal,male,pescatarian,more frequently,coal,public,,often,270.06847006265474,frequently,1832,large,10.008119108558615,61.19698989634523,0.0,41.51334211723383,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],2177
9702,9702,underweight,male,pescatarian,more frequently,natural gas,private,petrol,sometimes,230.55257518020528,rarely,6150,extra large,4.594898414221931,29.029815998250008,0.0,94.18252278651768,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",4105
9703,9703,obese,female,pescatarian,more frequently,coal,walk/bicycle,,often,220.57894680441137,frequently,52,medium,5.311371618925152,46.223948382990734,12.260787699308533,20.960399010841257,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],2016
9704,9704,normal,male,omnivore,twice a day,wood,public,,never,144.46583935772475,never,1975,medium,3.1997884812301245,8.098609086507839,0.0,83.4830733522733,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1630
9705,9705,underweight,female,vegan,daily,coal,private,hybrid,never,139.54975219835615,never,9480,large,4.78472329604191,37.83721477660527,4.754268994834468,52.80998069490326,Sometimes,"['Paper', 'Plastic']",['Oven'],2768
9706,9706,obese,male,omnivore,twice a day,natural gas,private,electric,never,200.3171775084781,frequently,7960,extra large,4.0204087126601795,67.92542102152368,0.0,41.13503816645322,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1989
9707,9707,underweight,female,vegetarian,more frequently,wood,public,,sometimes,315.9831526774026,frequently,1936,large,9.897175900219636,34.29618213319755,0.0072654331766615066,71.22749677902517,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2190
9708,9708,overweight,male,vegan,twice a day,electricity,walk/bicycle,,often,314.88303593180615,never,66,extra large,3.778039696127233,24.302016290142205,6.720776346374985,69.11125217072333,No,['Metal'],"['Stove', 'Oven', 'Microwave']",1585
9709,9709,underweight,female,pescatarian,twice a day,electricity,walk/bicycle,,never,189.00162235520207,frequently,95,medium,4.279132928792612,53.433257141570905,0.0,57.39304111969233,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1335
9710,9710,normal,female,pescatarian,twice a day,coal,walk/bicycle,,often,184.84649648773893,rarely,75,large,7.068720724461655,50.81464414731043,19.052231326723764,88.53513809641116,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2473
9711,9711,normal,female,omnivore,more frequently,natural gas,walk/bicycle,,never,277.56121727028443,frequently,45,small,3.436380693853935,50.30819318097106,4.857679331186035,98.18706699487804,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1807
9712,9712,normal,male,omnivore,more frequently,electricity,walk/bicycle,,often,368.65875970028026,frequently,96,small,6.493863657507755,78.35475369478866,4.535578773699783,90.29999945098767,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2461
9713,9713,normal,male,vegan,less frequently,electricity,public,,often,210.94949059882236,frequently,20,small,5.382780119886686,41.14472885417545,20.08022746624069,44.548034930178595,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],1721
9714,9714,overweight,male,vegan,twice a day,natural gas,public,,never,212.4297094267798,never,477,extra large,4.576674101191812,0.0,0.0,42.44984494403298,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377
9715,9715,underweight,female,vegan,daily,wood,walk/bicycle,,never,299.81885382915686,very frequently,71,small,4.368038126893562,51.18248142998202,0.0,67.06710380487357,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2007
9716,9716,normal,female,omnivore,less frequently,natural gas,public,,sometimes,311.9301028124888,never,323,large,3.4125591921974348,71.55683802112013,0.0,87.81788074148096,Sometimes,"['Glass', 'Metal']",['Stove'],817
9717,9717,overweight,male,vegetarian,more frequently,coal,private,electric,never,183.0028885897008,very frequently,8677,large,7.27947189758941,29.291945635743915,1.808186268174702,59.827055124268995,Yes,"['Paper', 'Glass']",['Microwave'],3116
9718,9718,obese,male,vegetarian,more frequently,natural gas,private,lpg,sometimes,243.0024185259648,never,4020,large,1.7860818420598368,31.984929407868357,10.515224560669619,57.04864659247517,No,"['Glass', 'Metal']","['Stove', 'Oven']",3582
9719,9719,obese,male,vegetarian,twice a day,natural gas,public,,sometimes,237.91775323867313,rarely,1265,small,1.8296567801135537,41.438523744420124,0.0,112.0,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1626
9720,9720,normal,female,vegan,daily,wood,walk/bicycle,,sometimes,228.44172934365417,frequently,99,large,5.3028869252615305,30.433093953743573,11.983318664036,57.80466225402208,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1918
9721,9721,normal,female,vegan,twice a day,electricity,public,,never,216.2814465982321,rarely,705,large,3.2332688807885974,51.93332596534205,0.9991059769135571,19.991133372297888,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690
9722,9722,underweight,male,omnivore,twice a day,natural gas,public,,sometimes,338.53145493018155,frequently,1861,medium,3.5608140220498266,46.340287724950095,0.0,71.44615423007728,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1887
9723,9723,overweight,male,vegan,twice a day,coal,walk/bicycle,,sometimes,161.67358996871732,very frequently,54,extra large,9.879101326883736,34.565034011395674,6.487029560436747,69.10782526039539,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",3722
9724,9724,underweight,male,omnivore,twice a day,wood,walk/bicycle,,often,390.35939880526684,frequently,88,medium,1.0029266200474565,43.98417612576873,15.712190131905697,112.0,Sometimes,[],"['Grill', 'Airfryer']",2827
9725,9725,obese,male,vegan,more frequently,wood,public,,often,279.44810999919144,frequently,1032,large,4.501628281026989,47.81745385904875,0.0,27.182422813390076,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2487
9726,9726,underweight,male,pescatarian,less frequently,electricity,private,electric,often,221.70415505989988,never,7192,extra large,1.2447329365419821,22.56710614656078,0.9012565428114236,66.966815197596,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1194
9727,9727,underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,never,284.1533448365999,frequently,39,small,5.388662536679659,82.46105464282135,0.0,112.0,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727
9728,9728,overweight,female,vegan,twice a day,coal,public,,often,193.98667629275553,rarely,711,extra large,6.649133808754753,78.29854016350532,12.258928995669505,112.0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1706
9729,9729,obese,male,omnivore,daily,wood,private,hybrid,never,144.13705509117986,very frequently,6761,small,2.0075006503666173,96.48379055225263,4.299622668218804,60.32866383638934,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",4352
9730,9730,normal,female,pescatarian,daily,coal,walk/bicycle,,often,131.62877826890218,frequently,29,small,7.335567286427547,56.52277182724045,15.693288942448232,112.0,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1643
9731,9731,obese,female,vegan,daily,coal,public,,often,260.4812997503907,very frequently,112,extra large,4.97581714697987,0.0,0.0,76.437337567606,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],2666
9732,9732,normal,male,omnivore,more frequently,natural gas,public,,often,155.1935552889468,rarely,836,small,5.354950181559452,62.91408765900019,1.006942192181062,99.38664720972955,No,['Glass'],"['Grill', 'Airfryer']",1797
9733,9733,underweight,male,vegetarian,twice a day,coal,walk/bicycle,,often,220.10193721514685,very frequently,75,medium,8.599698987429342,52.140660418216555,0.0,77.1647246917437,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2736
9734,9734,overweight,male,vegan,less frequently,wood,walk/bicycle,,often,205.81323841965602,never,42,extra large,5.997095554954411,49.588800956266795,8.835301988943467,50.065792239932385,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1855
9735,9735,obese,male,vegan,less frequently,natural gas,private,hybrid,never,265.4314672052955,never,160,extra large,6.091877084058557,47.99558657011672,3.884363160926915,44.17512750176027,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1775
9736,9736,overweight,female,pescatarian,twice a day,natural gas,public,,often,255.66760444914763,never,306,small,0.4867693742987962,32.261396334625864,11.675746251073795,68.58410321765156,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1323
9737,9737,obese,male,vegetarian,twice a day,coal,public,,never,215.614741636601,very frequently,1447,small,6.52473459552797,28.196047033531983,0.7107317745290076,106.79218531442987,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2768
9738,9738,normal,female,omnivore,less frequently,natural gas,private,petrol,often,278.60654156093767,frequently,5305,small,4.487781079058399,61.310597284608534,0.0,25.60803281946643,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3511
9739,9739,overweight,female,pescatarian,twice a day,electricity,private,electric,sometimes,346.1097424554034,frequently,3335,extra large,9.837329475077258,47.03519878502927,8.078022356550882,70.01407912851228,Yes,['Plastic'],['Microwave'],2230
9740,9740,obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,270.9586972508138,very frequently,86,medium,2.376144986282513,21.656066747846072,12.285227299178077,13.858863449401305,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2656
9741,9741,normal,female,pescatarian,daily,electricity,private,hybrid,never,258.2712152391171,rarely,8700,medium,5.389795041971565,42.57769324404336,17.342611304437703,72.62728930652271,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2472
9742,9742,normal,female,vegetarian,twice a day,wood,walk/bicycle,,often,205.6120202316647,rarely,68,large,6.977323981281864,102.86576128330765,3.135521199545469,63.81273318383863,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1061
9743,9743,underweight,female,pescatarian,more frequently,electricity,private,diesel,never,319.22537770720515,frequently,1579,large,6.906215986442275,12.541551591758942,0.0,33.056227471938016,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2400
9744,9744,obese,female,vegetarian,twice a day,electricity,walk/bicycle,,never,51.26224696079112,never,99,extra large,5.5460798192752785,0.0,13.046175549819292,37.59661216374155,Sometimes,['Plastic'],['Microwave'],1436
9745,9745,overweight,female,omnivore,daily,electricity,walk/bicycle,,sometimes,187.86756742330448,rarely,38,small,9.012752053498781,55.34235187231351,0.0,92.7573469269925,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1458
9746,9746,normal,male,vegan,more frequently,electricity,private,petrol,sometimes,197.2563911310354,rarely,7526,medium,5.664395331040711,17.58575381441844,1.1258902188647213,53.410254159591375,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3540
9747,9747,overweight,female,vegetarian,twice a day,coal,walk/bicycle,,never,297.8109185011068,rarely,24,small,5.972828369538073,19.421238728785255,1.3244754214382244,36.23156180502625,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1085
9748,9748,overweight,female,omnivore,more frequently,natural gas,public,,never,232.44281234908,very frequently,547,medium,6.088167164089157,1.7342511430909013,5.198924648111245,22.841862400257718,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1724
9749,9749,normal,male,vegan,twice a day,natural gas,walk/bicycle,,often,284.68248338072533,very frequently,32,small,5.17446394089628,47.56835816849506,0.0,35.53910646770689,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2780
9750,9750,overweight,female,vegan,daily,wood,public,,never,300.2724630157708,never,1799,medium,4.254685971608165,80.68772043207858,14.831860445695568,78.25893370436657,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1725
9751,9751,overweight,male,omnivore,less frequently,coal,private,hybrid,often,234.388618877027,rarely,7914,large,6.61829104183318,0.0,15.145671539755648,96.36934183068793,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3992
9752,9752,overweight,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,304.873309622006,rarely,7,small,6.482355568121408,51.1694528726711,0.0,54.82567083678993,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1635
9753,9753,normal,female,pescatarian,less frequently,natural gas,public,,often,222.35133797149436,never,1539,extra large,4.949502077849164,47.916236937893856,16.235646004733162,110.26814667380609,Sometimes,"['Paper', 'Plastic']",[],1116
9754,9754,overweight,female,omnivore,twice a day,wood,walk/bicycle,,never,221.55770433340572,very frequently,17,extra large,6.1011574337477565,0.0,0.0,73.54062430105826,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2400
9755,9755,normal,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,267.340245142235,never,59,extra large,6.258469511027686,20.25975308553589,4.774473697379995,47.29083660379577,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1265
9756,9756,underweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,234.43696316284093,never,17,large,6.0152248458210735,41.692498891317065,6.877904907466818,95.5757020211848,Sometimes,"['Paper', 'Glass']",[],1890
9757,9757,normal,female,pescatarian,daily,electricity,walk/bicycle,,often,288.5221067583822,rarely,37,large,7.212620648707448,29.631356396717727,6.8323462733134,94.57159772357932,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",874
9758,9758,normal,female,vegan,daily,coal,walk/bicycle,,often,292.22428090893914,rarely,43,small,7.0717559982429155,95.73210979220329,0.0,95.19598169093393,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1380
9759,9759,normal,male,vegetarian,daily,coal,private,diesel,never,139.39516696499044,rarely,7137,medium,8.22614884236917,24.78038681733864,0.10613709467798516,87.14960731653046,Yes,"['Paper', 'Glass']",['Oven'],2777
9760,9760,obese,female,vegan,twice a day,natural gas,public,,often,320.9206675660163,never,1134,extra large,2.6317052581155376,73.69960874323658,7.383945016438782,97.61686577271125,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1096
9761,9761,normal,male,omnivore,more frequently,wood,walk/bicycle,,sometimes,262.5204679919259,never,0,large,2.850697331693616,60.275253249691445,0.0,54.34274204894655,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1390
9762,9762,obese,female,omnivore,twice a day,coal,private,electric,sometimes,198.15431691969584,rarely,7030,small,5.032223331703216,35.607918620050285,0.0,86.11979266727624,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072
9763,9763,normal,female,omnivore,daily,wood,public,,often,226.25528782082372,very frequently,230,large,2.2060498561831055,66.03746513606494,0.7858481818197778,50.31323748348878,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2420
9764,9764,overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,often,285.96316949215907,frequently,40,large,5.353017996579895,30.310079434637515,8.777443477310552,30.41320997289874,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1801
9765,9765,obese,male,omnivore,daily,coal,public,,often,162.27714309497134,rarely,1966,medium,5.884952900962343,70.73471478502998,13.537217443562547,40.21456722737189,No,"['Paper', 'Plastic']",[],3106
9766,9766,underweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,224.227675307509,frequently,45,extra large,8.153135177409986,25.145343202919257,6.4565214263010064,55.19036073931156,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2361
9767,9767,obese,female,vegetarian,less frequently,natural gas,private,petrol,never,205.20206484116784,rarely,5242,large,6.0504845241242196,52.44909447240909,0.0,83.22348508181535,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3506
9768,9768,normal,male,vegan,more frequently,wood,private,hybrid,sometimes,290.3440563893436,very frequently,7450,large,7.113029588506945,27.96161805985271,18.538619206174893,112.0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3712
9769,9769,underweight,male,pescatarian,daily,natural gas,private,petrol,never,167.55363339459817,frequently,5594,small,6.0489913696112705,34.32597858202721,0.0,52.07363336582216,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",3801
9770,9770,underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,often,205.4504717785136,frequently,72,medium,5.041225752213971,99.67287749192371,0.0,72.65555983909104,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1871
9771,9771,normal,female,omnivore,twice a day,wood,public,,often,244.37994751882508,never,685,medium,4.45037377600623,45.61170770899582,1.1903762982900385,28.470036044637055,No,['Metal'],['Oven'],1517
9772,9772,normal,female,vegetarian,more frequently,electricity,public,,often,123.48029866602162,very frequently,1012,extra large,4.320084889644633,54.61867776850739,0.0,76.07810150653637,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1859
9773,9773,obese,male,vegetarian,daily,coal,private,petrol,often,173.99937548259763,very frequently,9791,large,3.089573953957053,5.884032142267408,5.074570077423332,51.23257583159517,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",8377
9774,9774,normal,male,omnivore,less frequently,natural gas,private,electric,often,192.7488781245774,frequently,4252,large,6.228696581901018,50.757044715192784,12.226340373679898,8.579634822866502,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1652
9775,9775,obese,male,pescatarian,less frequently,coal,private,lpg,sometimes,187.7307075173027,very frequently,5915,extra large,4.426569608131147,42.122721177286465,26.28070566791687,96.69354212451655,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",4976
9776,9776,underweight,male,vegan,daily,coal,walk/bicycle,,often,299.2249921170062,rarely,46,large,4.692660044352833,94.53105432583325,0.0,99.90401698382813,Yes,['Glass'],[],1583
9777,9777,underweight,male,vegetarian,daily,natural gas,public,,often,253.67030128912722,never,498,medium,5.135268964890587,30.636709368450205,0.0,105.14173114356146,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1065
9778,9778,normal,female,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,427.2820370445695,rarely,65,extra large,3.9778361670981193,56.67111189301444,3.830622170121453,88.87438534757553,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1116
9779,9779,normal,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,348.12599103556977,rarely,65,extra large,3.1253576059754034,74.09510306771364,0.0,80.635998548103,No,['Glass'],['Oven'],1897
9780,9780,underweight,female,omnivore,less frequently,wood,public,,never,233.83851362009696,frequently,1786,small,3.2331947473963902,34.21443642296144,0.0,36.023130927793176,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1183
9781,9781,normal,male,omnivore,twice a day,natural gas,public,,sometimes,304.0352104464924,rarely,613,large,6.113718083347517,82.7428678756228,3.548442550640079,61.47258313927664,Yes,['Metal'],"['Oven', 'Microwave']",1728
9782,9782,overweight,female,pescatarian,less frequently,electricity,walk/bicycle,,often,95.40050904679123,frequently,71,large,9.884006587932983,76.09130967462286,5.836374565201474,102.61394117232459,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1693
